Timestamp,MachineID,SensorID,Reading,Unit,Location,Maintenance,Failure
2024-01-01 18:00:00,Machine_10,Sensor_20,43.85106724159379,Celsius,Location_5,Maintenance_2,1
2024-01-01 19:00:00,Machine_1,Sensor_5,34.51735850101697,Volts,Location_6,Maintenance_2,0
2024-01-01 20:00:00,Machine_1,Sensor_9,41.28988063653932,RPM,Location_6,Maintenance_5,1
2024-01-01 21:00:00,Machine_2,Sensor_9,45.02816174602074,RPM,Location_4,Maintenance_2,1
2024-01-01 22:00:00,Machine_2,Sensor_3,45.813097810718254,RPM,Location_7,Maintenance_1,1
2024-01-01 23:00:00,Machine_10,Sensor_9,27.985457814572264,PSI,Location_6,Maintenance_3,1
2024-01-02 00:00:00,Machine_7,Sensor_18,49.488467197808035,RPM,Location_7,Maintenance_3,0
2024-01-02 01:00:00,Machine_8,Sensor_12,42.306471510422085,RPM,Location_7,Maintenance_4,0
2024-01-02 02:00:00,Machine_7,Sensor_12,28.21786940423015,Volts,Location_2,Maintenance_4,0
2024-01-02 03:00:00,Machine_6,Sensor_2,28.07865087798527,mm/s,Location_2,Maintenance_5,0
2024-01-02 04:00:00,Machine_3,Sensor_7,31.184960341292403,Volts,Location_6,Maintenance_4,0
2024-01-02 05:00:00,Machine_2,Sensor_12,43.5204950241102,PSI,Location_3,Maintenance_5,0
2024-01-02 06:00:00,Machine_1,Sensor_15,20.620979486204256,Volts,Location_2,Maintenance_5,1
2024-01-02 07:00:00,Machine_2,Sensor_12,22.645595536491975,PSI,Location_9,Maintenance_3,0
2024-01-02 08:00:00,Machine_10,Sensor_15,34.081608848372696,RPM,Location_3,Maintenance_5,0
2024-01-02 09:00:00,Machine_6,Sensor_7,34.79271431893641,mm/s,Location_1,Maintenance_2,1
2024-01-02 10:00:00,Machine_2,Sensor_18,32.19336314744069,Volts,Location_3,Maintenance_3,1
2024-01-02 11:00:00,Machine_7,Sensor_11,48.01462131092785,Celsius,Location_1,Maintenance_3,0
2024-01-02 12:00:00,Machine_7,Sensor_6,49.0195334008861,Celsius,Location_8,Maintenance_2,0
2024-01-02 13:00:00,Machine_9,Sensor_12,33.4279904405775,Celsius,Location_2,Maintenance_1,0
2024-01-02 14:00:00,Machine_4,Sensor_17,22.25796400519284,RPM,Location_5,Maintenance_5,1
2024-01-02 15:00:00,Machine_9,Sensor_9,47.464986065001014,mm/s,Location_3,Maintenance_1,0
2024-01-02 16:00:00,Machine_7,Sensor_11,24.773153909865734,Volts,Location_6,Maintenance_3,0
2024-01-02 17:00:00,Machine_1,Sensor_20,37.96001982391009,mm/s,Location_3,Maintenance_4,1
2024-01-02 18:00:00,Machine_10,Sensor_5,39.340182355166164,Celsius,Location_3,Maintenance_3,1
2024-01-02 19:00:00,Machine_6,Sensor_1,40.06354951961188,RPM,Location_9,Maintenance_4,1
2024-01-02 20:00:00,Machine_1,Sensor_19,45.46631111562411,mm/s,Location_7,Maintenance_2,0
2024-01-02 21:00:00,Machine_7,Sensor_2,29.852707207123903,mm/s,Location_8,Maintenance_4,0
2024-01-02 22:00:00,Machine_6,Sensor_15,37.3646857887388,PSI,Location_8,Maintenance_2,1
2024-01-02 23:00:00,Machine_4,Sensor_17,24.89968640720004,PSI,Location_9,Maintenance_3,0
2024-01-03 00:00:00,Machine_9,Sensor_5,45.86357106272651,PSI,Location_7,Maintenance_3,1
2024-01-03 01:00:00,Machine_2,Sensor_8,33.17444922628316,mm/s,Location_10,Maintenance_2,1
2024-01-03 02:00:00,Machine_10,Sensor_16,29.78558921529767,Volts,Location_3,Maintenance_2,0
2024-01-03 03:00:00,Machine_2,Sensor_14,33.7121176600817,Volts,Location_9,Maintenance_3,0
2024-01-03 04:00:00,Machine_3,Sensor_19,40.18051016673845,Volts,Location_3,Maintenance_5,0
2024-01-03 05:00:00,Machine_8,Sensor_4,27.186720695270395,PSI,Location_6,Maintenance_3,1
2024-01-03 06:00:00,Machine_2,Sensor_18,34.72810612703079,RPM,Location_6,Maintenance_1,0
2024-01-03 07:00:00,Machine_6,Sensor_12,29.943006719899373,RPM,Location_9,Maintenance_1,1
2024-01-03 08:00:00,Machine_3,Sensor_17,32.93075772573194,Celsius,Location_5,Maintenance_2,0
2024-01-03 09:00:00,Machine_3,Sensor_14,32.667746919715356,mm/s,Location_6,Maintenance_5,0
2024-01-03 10:00:00,Machine_10,Sensor_14,28.313415350041403,mm/s,Location_1,Maintenance_4,1
2024-01-03 11:00:00,Machine_4,Sensor_9,38.88651460178607,RPM,Location_4,Maintenance_4,1
2024-01-03 12:00:00,Machine_3,Sensor_1,28.921553633204212,PSI,Location_6,Maintenance_3,1
2024-01-03 13:00:00,Machine_8,Sensor_14,38.302410856488066,Celsius,Location_7,Maintenance_2,1
2024-01-03 14:00:00,Machine_8,Sensor_8,22.129699433293812,Celsius,Location_6,Maintenance_5,0
2024-01-03 15:00:00,Machine_1,Sensor_14,36.930090683651,mm/s,Location_7,Maintenance_3,0
2024-01-03 16:00:00,Machine_9,Sensor_3,25.16376262765018,Celsius,Location_6,Maintenance_1,1
2024-01-03 17:00:00,Machine_6,Sensor_6,21.057683554055227,mm/s,Location_2,Maintenance_4,1
2024-01-03 18:00:00,Machine_8,Sensor_11,22.240015415520684,Volts,Location_5,Maintenance_1,1
2024-01-03 19:00:00,Machine_9,Sensor_9,26.21601821004461,RPM,Location_10,Maintenance_5,1
2024-01-03 20:00:00,Machine_2,Sensor_6,44.66830639945529,Celsius,Location_7,Maintenance_2,1
2024-01-03 21:00:00,Machine_3,Sensor_9,31.763187610146435,Celsius,Location_8,Maintenance_4,1
2024-01-03 22:00:00,Machine_7,Sensor_6,47.366655692574966,PSI,Location_3,Maintenance_5,0
2024-01-03 23:00:00,Machine_8,Sensor_6,21.15493438468244,Volts,Location_1,Maintenance_4,0
2024-01-04 00:00:00,Machine_9,Sensor_8,48.62796848106481,RPM,Location_9,Maintenance_1,1
2024-01-04 01:00:00,Machine_7,Sensor_2,28.424016425711613,mm/s,Location_1,Maintenance_4,1
2024-01-04 02:00:00,Machine_1,Sensor_19,26.492765859361814,Celsius,Location_10,Maintenance_1,1
2024-01-04 03:00:00,Machine_5,Sensor_4,42.476000745264926,RPM,Location_2,Maintenance_4,1
2024-01-04 04:00:00,Machine_3,Sensor_8,33.17619067323562,PSI,Location_4,Maintenance_5,0
2024-01-04 05:00:00,Machine_4,Sensor_19,48.15631264467724,RPM,Location_1,Maintenance_2,1
2024-01-04 06:00:00,Machine_5,Sensor_18,36.506402323342925,Celsius,Location_9,Maintenance_5,1
2024-01-04 07:00:00,Machine_4,Sensor_18,30.2798974132909,PSI,Location_9,Maintenance_1,0
2024-01-04 08:00:00,Machine_9,Sensor_14,44.44763793827714,PSI,Location_10,Maintenance_3,0
2024-01-04 09:00:00,Machine_3,Sensor_2,39.9586049180767,RPM,Location_3,Maintenance_4,1
2024-01-04 10:00:00,Machine_9,Sensor_19,46.349348659188145,PSI,Location_10,Maintenance_4,0
2024-01-04 11:00:00,Machine_8,Sensor_16,37.05035584659234,PSI,Location_3,Maintenance_2,0
2024-01-04 12:00:00,Machine_2,Sensor_19,44.762799369691834,Volts,Location_8,Maintenance_4,1
2024-01-04 13:00:00,Machine_8,Sensor_15,35.98802509629986,PSI,Location_8,Maintenance_5,1
2024-01-04 14:00:00,Machine_6,Sensor_16,32.46864603031611,Celsius,Location_7,Maintenance_2,0
2024-01-04 15:00:00,Machine_5,Sensor_15,39.51430918220625,RPM,Location_5,Maintenance_5,0
2024-01-04 16:00:00,Machine_2,Sensor_13,40.4008749347866,mm/s,Location_8,Maintenance_2,1
2024-01-04 17:00:00,Machine_7,Sensor_7,32.70476887548493,Celsius,Location_7,Maintenance_3,1
2024-01-04 18:00:00,Machine_9,Sensor_11,27.221562405286786,RPM,Location_4,Maintenance_4,1
2024-01-04 19:00:00,Machine_4,Sensor_5,38.23816195046257,PSI,Location_10,Maintenance_3,0
2024-01-04 20:00:00,Machine_2,Sensor_14,43.13930809068556,PSI,Location_5,Maintenance_1,0
2024-01-04 21:00:00,Machine_7,Sensor_13,45.03386501094488,Volts,Location_10,Maintenance_1,0
2024-01-04 22:00:00,Machine_9,Sensor_9,22.416688248712436,RPM,Location_10,Maintenance_1,0
2024-01-04 23:00:00,Machine_7,Sensor_2,35.289749055917845,PSI,Location_2,Maintenance_1,1
2024-01-05 00:00:00,Machine_9,Sensor_2,40.90748166324891,RPM,Location_4,Maintenance_2,0
2024-01-05 01:00:00,Machine_8,Sensor_8,23.06847665505126,PSI,Location_5,Maintenance_4,0
2024-01-05 02:00:00,Machine_8,Sensor_14,20.583107151563244,mm/s,Location_8,Maintenance_5,1
2024-01-05 03:00:00,Machine_9,Sensor_14,40.68765744566999,RPM,Location_7,Maintenance_4,0
2024-01-05 04:00:00,Machine_10,Sensor_4,23.593331193828586,Celsius,Location_1,Maintenance_5,0
2024-01-05 05:00:00,Machine_8,Sensor_3,34.828945476697626,Celsius,Location_9,Maintenance_5,1
2024-01-05 06:00:00,Machine_7,Sensor_19,28.612404915594496,PSI,Location_8,Maintenance_4,0
2024-01-05 07:00:00,Machine_5,Sensor_14,20.786054561010943,Celsius,Location_3,Maintenance_5,0
2024-01-05 08:00:00,Machine_9,Sensor_2,32.29767057460888,Celsius,Location_3,Maintenance_3,0
2024-01-05 09:00:00,Machine_4,Sensor_20,24.717321757629854,PSI,Location_6,Maintenance_2,1
2024-01-05 10:00:00,Machine_3,Sensor_15,49.44439251590368,Volts,Location_9,Maintenance_2,0
2024-01-05 11:00:00,Machine_3,Sensor_12,44.535285743321566,RPM,Location_4,Maintenance_3,1
2024-01-05 12:00:00,Machine_6,Sensor_3,23.23267836217454,Volts,Location_6,Maintenance_1,0
2024-01-05 13:00:00,Machine_8,Sensor_6,30.635186896075318,RPM,Location_8,Maintenance_3,1
2024-01-05 14:00:00,Machine_8,Sensor_12,47.658751662224155,Volts,Location_2,Maintenance_3,0
2024-01-05 15:00:00,Machine_1,Sensor_12,38.31671948357108,mm/s,Location_9,Maintenance_2,1
2024-01-05 16:00:00,Machine_4,Sensor_12,41.72184167687434,RPM,Location_8,Maintenance_2,1
2024-01-05 17:00:00,Machine_4,Sensor_14,36.53045967275142,PSI,Location_5,Maintenance_1,0
2024-01-05 18:00:00,Machine_3,Sensor_6,26.356032211043107,Celsius,Location_3,Maintenance_1,1
2024-01-05 19:00:00,Machine_9,Sensor_5,41.81069674194842,PSI,Location_6,Maintenance_1,1
2024-01-05 20:00:00,Machine_3,Sensor_6,39.803960621366265,RPM,Location_5,Maintenance_5,1
2024-01-05 21:00:00,Machine_1,Sensor_7,28.59354577160527,PSI,Location_9,Maintenance_3,1
2024-01-05 22:00:00,Machine_10,Sensor_4,35.627882056538766,RPM,Location_7,Maintenance_5,0
2024-01-05 23:00:00,Machine_3,Sensor_7,28.996549058603676,Celsius,Location_9,Maintenance_5,0
2024-01-06 00:00:00,Machine_9,Sensor_7,29.645360354897846,mm/s,Location_6,Maintenance_4,1
2024-01-06 01:00:00,Machine_7,Sensor_3,38.72405682994575,Celsius,Location_9,Maintenance_1,1
2024-01-06 02:00:00,Machine_9,Sensor_9,24.810030417240725,Volts,Location_4,Maintenance_1,1
2024-01-06 03:00:00,Machine_8,Sensor_13,45.88752061269331,RPM,Location_5,Maintenance_3,0
2024-01-06 04:00:00,Machine_10,Sensor_11,34.405044110858356,PSI,Location_5,Maintenance_1,0
2024-01-06 05:00:00,Machine_6,Sensor_7,36.0998475093229,Celsius,Location_6,Maintenance_1,0
2024-01-06 06:00:00,Machine_6,Sensor_11,28.170998431938102,mm/s,Location_4,Maintenance_4,1
2024-01-06 07:00:00,Machine_8,Sensor_18,45.27875510726395,PSI,Location_9,Maintenance_4,1
2024-01-06 08:00:00,Machine_6,Sensor_12,40.28003389655281,PSI,Location_3,Maintenance_4,1
2024-01-06 09:00:00,Machine_1,Sensor_5,34.214201994992585,Celsius,Location_4,Maintenance_5,0
2024-01-06 10:00:00,Machine_1,Sensor_11,26.700025722630585,RPM,Location_1,Maintenance_2,0
2024-01-06 11:00:00,Machine_5,Sensor_9,31.468700574270507,Volts,Location_3,Maintenance_1,0
2024-01-06 12:00:00,Machine_3,Sensor_6,36.797546572036914,PSI,Location_3,Maintenance_2,1
2024-01-06 13:00:00,Machine_7,Sensor_18,39.43688069756627,RPM,Location_5,Maintenance_3,1
2024-01-06 14:00:00,Machine_8,Sensor_14,23.262889338835226,Celsius,Location_8,Maintenance_2,1
2024-01-06 15:00:00,Machine_1,Sensor_20,42.43068150850837,mm/s,Location_10,Maintenance_3,0
2024-01-06 16:00:00,Machine_10,Sensor_2,37.527881031925475,Volts,Location_2,Maintenance_2,1
2024-01-06 17:00:00,Machine_1,Sensor_1,49.51762053638696,Volts,Location_5,Maintenance_2,1
2024-01-06 18:00:00,Machine_8,Sensor_19,41.88355266864856,PSI,Location_7,Maintenance_1,1
2024-01-06 19:00:00,Machine_9,Sensor_13,31.332481158100236,Volts,Location_5,Maintenance_1,0
2024-01-06 20:00:00,Machine_3,Sensor_12,44.36490848930329,Volts,Location_7,Maintenance_3,0
2024-01-06 21:00:00,Machine_5,Sensor_15,34.87375805167366,RPM,Location_6,Maintenance_5,0
2024-01-06 22:00:00,Machine_2,Sensor_2,21.88914136159561,PSI,Location_8,Maintenance_5,1
2024-01-06 23:00:00,Machine_10,Sensor_2,36.27308089706273,Celsius,Location_4,Maintenance_5,1
2024-01-07 00:00:00,Machine_9,Sensor_10,36.96256848983775,mm/s,Location_9,Maintenance_4,1
2024-01-07 01:00:00,Machine_2,Sensor_5,30.236322178432133,mm/s,Location_2,Maintenance_4,1
2024-01-07 02:00:00,Machine_10,Sensor_1,44.28510714973725,PSI,Location_9,Maintenance_3,1
2024-01-07 03:00:00,Machine_3,Sensor_3,29.631590327998985,RPM,Location_7,Maintenance_4,1
2024-01-07 04:00:00,Machine_10,Sensor_1,49.62785361524027,RPM,Location_7,Maintenance_3,1
2024-01-07 05:00:00,Machine_5,Sensor_3,41.69656231566695,Volts,Location_8,Maintenance_4,0
2024-01-07 06:00:00,Machine_10,Sensor_1,46.562421634569915,Celsius,Location_1,Maintenance_2,1
2024-01-07 07:00:00,Machine_8,Sensor_10,23.414803602810874,RPM,Location_4,Maintenance_1,1
2024-01-07 08:00:00,Machine_5,Sensor_13,41.46106500661252,PSI,Location_2,Maintenance_5,1
2024-01-07 09:00:00,Machine_6,Sensor_15,29.665311039129268,Celsius,Location_3,Maintenance_1,0
2024-01-07 10:00:00,Machine_1,Sensor_17,46.4317555766393,mm/s,Location_10,Maintenance_1,0
2024-01-07 11:00:00,Machine_10,Sensor_13,30.14877167532501,mm/s,Location_5,Maintenance_4,1
2024-01-07 12:00:00,Machine_6,Sensor_12,23.35989446265158,Volts,Location_6,Maintenance_1,1
2024-01-07 13:00:00,Machine_10,Sensor_10,22.723922206758573,Volts,Location_4,Maintenance_1,1
2024-01-07 14:00:00,Machine_3,Sensor_18,20.194682620634172,Volts,Location_9,Maintenance_2,0
2024-01-07 15:00:00,Machine_4,Sensor_12,47.985701036639846,Volts,Location_7,Maintenance_2,0
2024-01-07 16:00:00,Machine_8,Sensor_2,21.776797368550348,RPM,Location_5,Maintenance_4,0
2024-01-07 17:00:00,Machine_3,Sensor_14,35.218985555997314,RPM,Location_3,Maintenance_3,0
2024-01-07 18:00:00,Machine_8,Sensor_1,25.993506333706826,RPM,Location_4,Maintenance_2,1
2024-01-07 19:00:00,Machine_4,Sensor_15,36.019237063755355,RPM,Location_3,Maintenance_5,0
2024-01-07 20:00:00,Machine_4,Sensor_8,26.564341227768622,Celsius,Location_10,Maintenance_2,0
2024-01-07 21:00:00,Machine_3,Sensor_7,31.721492696055613,Volts,Location_9,Maintenance_5,0
2024-01-07 22:00:00,Machine_10,Sensor_7,37.67670724287264,PSI,Location_6,Maintenance_5,1
2024-01-07 23:00:00,Machine_8,Sensor_4,44.24774237617545,Volts,Location_7,Maintenance_2,0
2024-01-08 00:00:00,Machine_3,Sensor_14,27.281435820977894,Celsius,Location_10,Maintenance_4,0
2024-01-08 01:00:00,Machine_6,Sensor_3,22.908185956845944,Volts,Location_8,Maintenance_1,1
2024-01-08 02:00:00,Machine_3,Sensor_16,33.59982587249371,PSI,Location_3,Maintenance_5,0
2024-01-08 03:00:00,Machine_7,Sensor_14,28.812328064089535,RPM,Location_8,Maintenance_5,0
2024-01-08 04:00:00,Machine_7,Sensor_12,41.46061628646132,Celsius,Location_1,Maintenance_4,1
2024-01-08 05:00:00,Machine_2,Sensor_19,38.896722093060745,Volts,Location_1,Maintenance_5,1
2024-01-08 06:00:00,Machine_7,Sensor_9,49.35268932474474,RPM,Location_9,Maintenance_1,0
2024-01-08 07:00:00,Machine_7,Sensor_2,32.322647110325846,PSI,Location_9,Maintenance_4,0
2024-01-08 08:00:00,Machine_3,Sensor_10,48.36976379162961,Volts,Location_3,Maintenance_4,1
2024-01-08 09:00:00,Machine_8,Sensor_12,48.02667522960389,Celsius,Location_7,Maintenance_3,1
2024-01-08 10:00:00,Machine_3,Sensor_14,34.2260033915216,PSI,Location_5,Maintenance_1,0
2024-01-08 11:00:00,Machine_5,Sensor_6,20.8105177441275,mm/s,Location_4,Maintenance_5,0
2024-01-08 12:00:00,Machine_5,Sensor_18,40.44947629535022,RPM,Location_6,Maintenance_5,1
2024-01-08 13:00:00,Machine_1,Sensor_13,41.334669560481466,Volts,Location_4,Maintenance_4,0
2024-01-08 14:00:00,Machine_1,Sensor_15,27.889244170502774,Celsius,Location_1,Maintenance_1,1
2024-01-08 15:00:00,Machine_7,Sensor_1,23.299636154136813,Volts,Location_7,Maintenance_5,0
2024-01-08 16:00:00,Machine_2,Sensor_15,46.76771705548152,PSI,Location_6,Maintenance_2,0
2024-01-08 17:00:00,Machine_5,Sensor_13,38.49646192898663,RPM,Location_3,Maintenance_3,1
2024-01-08 18:00:00,Machine_2,Sensor_12,44.36981623609935,RPM,Location_8,Maintenance_2,1
2024-01-08 19:00:00,Machine_9,Sensor_2,35.997258802481404,Volts,Location_4,Maintenance_2,0
2024-01-08 20:00:00,Machine_3,Sensor_2,38.76934783194151,Celsius,Location_6,Maintenance_3,0
2024-01-08 21:00:00,Machine_9,Sensor_19,35.52329636687448,PSI,Location_7,Maintenance_3,0
2024-01-08 22:00:00,Machine_10,Sensor_15,46.57188862785127,mm/s,Location_7,Maintenance_5,0
2024-01-08 23:00:00,Machine_3,Sensor_3,45.904901776319704,PSI,Location_4,Maintenance_5,1
2024-01-09 00:00:00,Machine_4,Sensor_20,42.52579970203587,mm/s,Location_6,Maintenance_2,1
2024-01-09 01:00:00,Machine_8,Sensor_4,41.11099009571795,PSI,Location_3,Maintenance_3,1
2024-01-09 02:00:00,Machine_8,Sensor_19,48.9523160559291,Volts,Location_6,Maintenance_4,1
2024-01-09 03:00:00,Machine_4,Sensor_13,22.983472612592244,Volts,Location_6,Maintenance_2,1
2024-01-09 04:00:00,Machine_10,Sensor_15,24.443269829475263,PSI,Location_9,Maintenance_3,1
2024-01-09 05:00:00,Machine_4,Sensor_11,22.3091403540671,RPM,Location_3,Maintenance_2,1
2024-01-09 06:00:00,Machine_6,Sensor_15,25.34634572060621,Volts,Location_10,Maintenance_5,1
2024-01-09 07:00:00,Machine_4,Sensor_4,24.688416221947975,RPM,Location_6,Maintenance_3,0
2024-01-09 08:00:00,Machine_9,Sensor_17,25.13612734343196,RPM,Location_3,Maintenance_4,0
2024-01-09 09:00:00,Machine_1,Sensor_20,21.118646771479067,PSI,Location_9,Maintenance_3,1
2024-01-09 10:00:00,Machine_10,Sensor_5,34.21622156292655,RPM,Location_7,Maintenance_2,0
2024-01-09 11:00:00,Machine_1,Sensor_18,37.84966174739975,RPM,Location_2,Maintenance_2,1
2024-01-09 12:00:00,Machine_7,Sensor_14,39.52538138171596,Volts,Location_8,Maintenance_5,0
2024-01-09 13:00:00,Machine_8,Sensor_10,41.5448112182733,Volts,Location_8,Maintenance_1,1
2024-01-09 14:00:00,Machine_2,Sensor_16,40.69986247633426,Volts,Location_4,Maintenance_2,1
2024-01-09 15:00:00,Machine_5,Sensor_20,31.023772819121127,PSI,Location_7,Maintenance_1,0
2024-01-09 16:00:00,Machine_3,Sensor_13,23.468873130410568,RPM,Location_6,Maintenance_5,1
2024-01-09 17:00:00,Machine_9,Sensor_13,37.42966779378108,PSI,Location_10,Maintenance_4,1
2024-01-09 18:00:00,Machine_9,Sensor_11,38.11289333479726,Celsius,Location_4,Maintenance_1,1
2024-01-09 19:00:00,Machine_3,Sensor_2,48.70577315786164,RPM,Location_4,Maintenance_5,1
2024-01-09 20:00:00,Machine_3,Sensor_17,42.629114701773645,Volts,Location_2,Maintenance_1,1
2024-01-09 21:00:00,Machine_2,Sensor_5,38.7434471638972,Celsius,Location_1,Maintenance_2,0
2024-01-09 22:00:00,Machine_2,Sensor_9,45.762453640622894,PSI,Location_1,Maintenance_5,0
2024-01-09 23:00:00,Machine_1,Sensor_4,26.358565717928073,RPM,Location_8,Maintenance_5,1
2024-01-10 00:00:00,Machine_6,Sensor_3,37.517925006408426,mm/s,Location_4,Maintenance_4,0
2024-01-10 01:00:00,Machine_9,Sensor_15,31.925599154296002,mm/s,Location_9,Maintenance_3,0
2024-01-10 02:00:00,Machine_9,Sensor_8,49.09071403005944,Volts,Location_4,Maintenance_1,0
2024-01-10 03:00:00,Machine_6,Sensor_7,22.90642797912366,mm/s,Location_5,Maintenance_5,1
2024-01-10 04:00:00,Machine_9,Sensor_5,33.59196953591385,PSI,Location_4,Maintenance_1,0
2024-01-10 05:00:00,Machine_2,Sensor_19,29.810845527525704,mm/s,Location_1,Maintenance_3,1
2024-01-10 06:00:00,Machine_9,Sensor_1,20.923887940500133,mm/s,Location_2,Maintenance_4,0
2024-01-10 07:00:00,Machine_2,Sensor_16,41.18182590089002,PSI,Location_4,Maintenance_5,1
2024-01-10 08:00:00,Machine_3,Sensor_19,43.84413650396433,RPM,Location_7,Maintenance_5,0
2024-01-10 09:00:00,Machine_4,Sensor_20,32.748905061591444,Celsius,Location_9,Maintenance_4,0
2024-01-10 10:00:00,Machine_7,Sensor_3,26.822493888482004,Celsius,Location_8,Maintenance_3,0
2024-01-10 11:00:00,Machine_8,Sensor_2,35.585198307233796,PSI,Location_6,Maintenance_4,1
2024-01-10 12:00:00,Machine_4,Sensor_6,41.6486998362784,Celsius,Location_4,Maintenance_2,0
2024-01-10 13:00:00,Machine_8,Sensor_11,46.61658231386233,RPM,Location_1,Maintenance_2,0
2024-01-10 14:00:00,Machine_6,Sensor_15,42.7805298562279,mm/s,Location_7,Maintenance_5,1
2024-01-10 15:00:00,Machine_1,Sensor_9,39.77809971371984,Volts,Location_5,Maintenance_4,0
2024-01-10 16:00:00,Machine_6,Sensor_11,38.79854935533091,RPM,Location_8,Maintenance_4,0
2024-01-10 17:00:00,Machine_1,Sensor_3,42.72169817234129,mm/s,Location_6,Maintenance_4,1
2024-01-10 18:00:00,Machine_5,Sensor_1,38.80448715993267,RPM,Location_10,Maintenance_2,1
2024-01-10 19:00:00,Machine_1,Sensor_14,42.80693800077141,Volts,Location_5,Maintenance_2,0
2024-01-10 20:00:00,Machine_5,Sensor_19,25.629551355969305,Volts,Location_8,Maintenance_4,1
2024-01-10 21:00:00,Machine_2,Sensor_18,45.13821463204428,Volts,Location_8,Maintenance_2,1
2024-01-10 22:00:00,Machine_6,Sensor_12,43.00443797875231,mm/s,Location_6,Maintenance_2,1
2024-01-10 23:00:00,Machine_2,Sensor_1,40.48419882537111,Celsius,Location_2,Maintenance_1,1
2024-01-11 00:00:00,Machine_2,Sensor_9,20.82860200194171,PSI,Location_5,Maintenance_4,1
2024-01-11 01:00:00,Machine_10,Sensor_2,49.074824018139125,mm/s,Location_3,Maintenance_3,0
2024-01-11 02:00:00,Machine_7,Sensor_13,30.379934909147334,Volts,Location_2,Maintenance_5,0
2024-01-11 03:00:00,Machine_1,Sensor_6,31.438596640919766,Volts,Location_6,Maintenance_5,0
2024-01-11 04:00:00,Machine_7,Sensor_10,43.53664101139191,PSI,Location_6,Maintenance_3,0
2024-01-11 05:00:00,Machine_3,Sensor_1,37.8454902402044,Celsius,Location_1,Maintenance_4,0
2024-01-11 06:00:00,Machine_5,Sensor_17,47.04735597974298,Celsius,Location_3,Maintenance_2,0
2024-01-11 07:00:00,Machine_6,Sensor_2,35.080192888421884,RPM,Location_6,Maintenance_3,0
2024-01-11 08:00:00,Machine_2,Sensor_18,35.4589535084522,PSI,Location_10,Maintenance_5,0
2024-01-11 09:00:00,Machine_5,Sensor_10,33.18923936847132,RPM,Location_8,Maintenance_4,0
2024-01-11 10:00:00,Machine_10,Sensor_18,27.782696792879765,PSI,Location_7,Maintenance_1,0
2024-01-11 11:00:00,Machine_3,Sensor_20,28.924017670848876,PSI,Location_8,Maintenance_3,0
2024-01-11 12:00:00,Machine_3,Sensor_10,43.26342785219752,PSI,Location_8,Maintenance_3,1
2024-01-11 13:00:00,Machine_4,Sensor_7,34.68956634510079,Celsius,Location_7,Maintenance_4,0
2024-01-11 14:00:00,Machine_1,Sensor_4,25.9232645040693,RPM,Location_4,Maintenance_2,0
2024-01-11 15:00:00,Machine_4,Sensor_12,22.706766329625395,Volts,Location_4,Maintenance_1,0
2024-01-11 16:00:00,Machine_1,Sensor_2,21.611253525082518,Celsius,Location_3,Maintenance_4,1
2024-01-11 17:00:00,Machine_9,Sensor_4,47.672502131155824,RPM,Location_5,Maintenance_5,1
2024-01-11 18:00:00,Machine_3,Sensor_9,41.476585711026544,PSI,Location_3,Maintenance_5,0
2024-01-11 19:00:00,Machine_6,Sensor_8,43.51046697435682,PSI,Location_8,Maintenance_3,1
2024-01-11 20:00:00,Machine_6,Sensor_8,25.618697563713575,PSI,Location_5,Maintenance_2,1
